Stock,Asset Turnover,Asset Turnover (Average),Asset Turnover (Average) YOY,Asset Turnover YOY,Book Value Per Share * USD,Book Value Per Share * USD YOY,Cap Ex as a % of Sales,Cap Spending USD Mil,Cash & Short-Term Investments,Cash & Short-Term Investments YOY,EBT Margin,Earnings Per Share USD,Earnings Per Share USD YOY,Financial Leverage,Financial Leverage (Average),Fixed Assets Turnover,Free Cash Flow Per Share * USD,Free Cash Flow Per Share * USD YOY,Free Cash Flow USD Mil,Free Cash Flow USD Mil YOY,Free Cash Flow/Net Income,Free Cash Flow/Net Income YOY,Free Cash Flow/Sales %,Mean Future Fractional Price Change,Mean Past Fractional Price Change,Mean Price,Net Income USD Mil,Net Income USD Mil YOY,Net Margin %,Net PP&E,Net PP&E YOY,Operating Cash Flow USD Mil,Operating Cash Flow USD Mil YOY,Operating Income USD Mil,Operating Income USD Mil YOY,Operating Margin,Operating Margin %,Return on Assets %,Return on Assets % YOY,Return on Equity %,Revenue,Revenue USD Mil,Revenue USD Mil YOY,Revenue YOY,Shares Mil,Shares Mil YOY,Total Assets,Total Assets YOY,Total Liabilities,Total Liabilities & Equity,Total Liabilities & Equity YOY,Total Liabilities YOY,Total Stockholders' Equity,Total Stockholders' Equity YOY,Working Capital Ratio,P/E Ratio,P/B Ratio,D/E Ratio,Working Capital Ratio YOY,P/E Ratio YOY,P/B Ratio YOY,D/E Ratio YOY
SFE,0.67,0.67,0.991228070175,0.991228070175,10.34,0.785117691724,3.58,-2.0,24.79,0.575574645925,7.88,-2.85,11.4,1.32,1.32,5.32,-0.92,0.968421052632,-20.0,1.0,0.33,0.0839694656489,5.37,0.825178296547,0.768497931475,14.9231817727,-60.0,12.0,5.4,0.83,20.75,-18.0,0.9,-18.0,0.947368421053,9.09,9.1,-20.66,13.3290322581,-26.26,100.0,25.0,1.02803738318,1.0,21.0,1.0,100.0,1.0,24.12,100.0,1.0,1.26680672269,75.88,0.937252964427,4.14593698176,-5.23620413077,1.44324775365,0.31787032156,0.789386401326,0.0674120992522,0.978831504596,1.35161666143
SFI,0.67,0.67,0.991228070175,0.991228070175,11.4,1.01806008565,3.58,-0.0,46.6,1.15403665181,7.88,-0.0072902,0.986486486486,1.05,1.05,5.32,0.86,0.931348063406,-4.37412,5.15008300661,0.7,0.752688172043,5.37,1.01892737764,1.16068618823,29371.7491304,-5.83216,6.86677734214,5.4,3.11,14.8095238095,-3.6451,4.29173583884,-6.56118,7.72512450991,9.09,9.1,-84.86,3.38492221779,-91.0,100.0,25.0,1.02803738318,1.0,699.0,2.26213592233,100.0,1.0,5.11,100.0,1.0,0.426188490409,94.89,1.07817293489,19.5694716243,-4028935.98672,2576.46922196,0.0538518284329,2.34637964775,1.17658599903,1.14009595759,0.395287691443
SFL,0.13,0.13,1.18181818182,1.18181818182,12.68,1.00157977883,122.11,-497.0,3.5,0.656660412758,41.11,1.88,1.51612903226,2.46,2.46,0.26,-2.29,0.974468085106,-238.0,0.904942965779,-1.19,0.556074766355,-58.58,1.01906901771,1.22652106085,14.2494671818,201.0,1.63414634146,49.38,54.86,1.13911960133,258.0,1.95454545455,166.0,1.14482758621,40.82,40.8,6.58,1.62871287129,16.77,100.0,407.0,1.24464831804,1.0,119.0,1.01709401709,100.0,1.0,59.48,100.0,1.0,0.958118556701,40.52,1.06856540084,1.68123739072,7.57950382011,1.12377501434,1.46791707799,1.04371217216,0.808981976304,1.22458648505,0.896640070835
SFLY,0.83,0.83,0.991228070175,0.991228070175,15.0,1.01806008565,7.24,-77.0,25.8,0.967768595041,-0.19,-0.02,0.986486486486,1.99,1.99,4.05,1.87,0.931348063406,88.0,0.942102478173,-104.83,0.831168831169,8.34,1.13098952891,1.082564099,44.9913639545,-1.0,1.0,-0.08,23.31,1.00252016129,165.0,1.01095113902,18.0,1.00697713303,1.72,1.7,-0.07,0.934959349593,-0.12,100.0,1.059,1.02803738318,1.0,37.0,1.0,100.0,1.0,49.85,100.0,1.0,1.00709379574,50.15,0.984635213248,2.00601805416,-2249.56819772,2.99942426363,0.994017946162,0.992956171739,1.09739374419,1.06335973118,1.0228090385
SFNC,0.06,0.06,1.2,1.2,33.51,1.24990675121,2.43,-9.0,3.52,0.486860304288,28.65,2.63,1.24644549763,7.23,7.23,2.37,2.77,3.5974025974,80.0,6.66666666667,1.07,3.24242424242,21.26,1.20604032682,1.35258257174,52.2331619545,74.0,2.05555555556,19.79,2.56,0.973384030418,89.0,7.41666666667,107.0,2.14,28.65,28.6,1.21,1.53164556962,9.62,100.0,374.0,1.60515021459,1.0,28.0,1.64705882353,100.0,1.0,85.76,100.0,1.0,0.959820928931,14.24,1.33708920188,1.16604477612,19.8605178534,1.55873357071,6.02247191011,1.04186100746,1.0851517971,1.08214678449,0.717843602043
SGA,0.67,0.67,0.957142857143,0.957142857143,20.81,1.01512195122,13.09,-17.0,10.57,1.13412017167,17.35,2.29,0.898039215686,1.67,1.67,2.34,1.04,0.263291139241,11.0,0.578947368421,0.83,0.653543307087,8.39,1.20825805471,1.07480710449,41.1142855,13.0,0.866666666667,9.91,28.42,0.988865692415,29.0,1.16,24.0,0.923076923077,18.13,18.1,6.64,0.857881136951,11.06,100.0,133.0,0.992537313433,1.0,6.0,1.0,100.0,1.0,39.96,100.0,1.0,0.999249812453,60.04,1.00049991668,2.5025025025,17.9538364629,1.9756984863,0.665556295803,1.00075075075,1.19683760544,1.05879604239,0.998750520409
SGC,1.44,1.44,0.972972972973,0.972972972973,6.54,1.0918196995,3.84,-8.0,0.68,0.207317073171,8.98,0.9,1.09756097561,1.64,1.64,10.84,0.25,-1.78571428571,0.0,0.0,0.02,0.117647058824,0.13,1.19905042664,1.26846713775,16.3010395909,13.0,1.18181818182,6.21,14.84,1.27491408935,8.0,1.14285714286,19.0,1.05555555556,9.23,9.2,8.96,1.04795321637,15.1,100.0,210.0,1.07142857143,1.0,15.0,1.07142857143,100.0,1.0,38.94,100.0,1.0,0.915373765867,61.06,1.06265227985,2.56805341551,18.1122662121,2.49251369891,0.637733377006,1.09244992296,1.15571450328,1.16179176684,0.861404791788
SGEN,0.5,0.5,0.819672131148,0.819672131148,4.98,2.73626373626,3.98,-13.0,72.58,1.06282032508,-35.77,-0.93,1.5,1.3,1.3,7.04,-1.21,2.9512195122,-147.0,1.90909090909,1.22,1.20792079208,-43.53,1.47956476374,1.24572124199,41.7854544545,-120.0,1.57894736842,-35.77,5.54,0.551243781095,-133.0,2.21666666667,-121.0,1.57142857143,-35.91,-35.9,-17.8,1.10216718266,-26.87,100.0,337.0,1.17421602787,1.0,129.0,1.0487804878,100.0,1.0,23.37,100.0,1.0,0.432297447281,76.63,1.66804527645,4.27899015832,-44.9305961876,8.39065350492,0.304971943103,2.31322207959,0.830480827993,0.455263586431,0.259164096673
SGI,1.39,1.39,1.01459854015,1.01459854015,1.64,0.600732600733,1.25,-7.0,17.34,0.578964941569,-7.43,-1.13,0.733766233766,7.26,7.26,14.27,-1.59,0.924418604651,-104.0,2.08,2.65,2.81914893617,-19.89,0.766566566567,0.752359753648,6.81136363636,-39.0,0.735849056604,-7.51,9.93,1.04746835443,-97.0,2.93939393939,-34.0,0.618181818182,-6.54,-6.5,-10.4,0.760790051207,-57.77,100.0,521.0,0.983018867925,1.0,35.0,1.02941176471,100.0,1.0,86.23,100.0,1.0,1.11278874694,13.77,0.611728120835,1.15968920329,-6.02775543041,4.15327050998,6.26216412491,0.898643163628,1.02533984126,1.25240373625,1.81909039169
SGMA,1.73,1.73,0.945355191257,0.945355191257,13.83,1.0154185022,2.09,-5.0,2.05,0.472350230415,0.74,0.22,0.305555555556,2.47,2.47,6.92,-1.38,0.8625,-8.0,1.14285714286,-8.39,3.6798245614,-3.29,0.806538994582,0.657608020216,7.55904761905,1.0,0.333333333333,0.39,24.18,0.928214971209,-3.0,-1.5,3.0,0.75,1.15,1.1,0.68,0.283333333333,1.61,100.0,230.0,1.03603603604,1.0,4.0,1.0,100.0,1.0,59.53,100.0,1.0,1.06608166189,40.47,0.916440217391,1.67982529817,34.3593073593,0.546568880625,1.47096614776,0.938014446499,2.15217170252,0.647622648978,1.16328554952
SGMO,0.17,0.17,0.708333333333,0.708333333333,2.89,0.950657894737,6.1,-2.0,96.21,1.3075564012,-117.42,-0.58,1.48717948718,1.13,1.13,17.99,-0.43,5.375,-36.0,6.0,0.89,3.70833333333,-91.38,0.340136054422,0.664184976503,9.205,-41.0,1.57692307692,-102.94,1.34,2.19672131148,-34.0,5.66666666667,-47.0,1.74074074074,-118.51,-118.5,-17.68,1.28488372093,-20.4,100.0,40.0,0.869565217391,1.0,70.0,1.0447761194,100.0,1.0,11.41,100.0,1.0,0.758643617021,88.59,1.0427259887,8.76424189308,-15.8706896552,3.18512110727,0.128795575121,1.31814198072,0.446607139373,0.69865824518,0.727557982866
SGMS,0.31,0.31,1.24,1.24,-11.34,-9.14516129032,11.73,-324.0,1.66,0.96511627907,-61.41,-16.23,5.85920577617,2.42,2.42,3.05,-0.81,-0.86170212766,90.0,-2.64705882353,-0.06,-0.4,3.28,1.78149992687,0.628905455778,8.43590909091,-1.394,0.00595726495726,-50.54,10.27,1.01382033564,414.0,2.02941176471,-1.024,0.00595348837209,-37.14,-37.1,-15.73,4.7811550152,8.47,100.0,2.759,1.54479283315,1.0,86.0,1.02380952381,100.0,1.0,119.34,100.0,1.0,1.19387755102,-19.34,-483.5,0.837942014413,-0.51977258724,-0.743907327241,-6.17063081696,0.837606837607,0.107336297751,-0.0687692032773,-0.00246924002279
SGU,2.41,2.41,0.808724832215,0.808724832215,5.95,1.11632270169,0.57,-10.0,14.22,1.98881118881,4.2,0.59,1.0350877193,2.44,2.44,24.71,3.11,3.8875,127.0,1.47674418605,3.39,1.4243697479,7.6,1.08953389,1.64165409229,8.43409233333,38.0,1.05555555556,2.23,9.64,0.979674796748,137.0,1.44210526316,94.0,1.175,5.59,5.6,5.37,0.985321100917,13.26,100.0,1.674,0.853211009174,1.0,57.0,1.0,100.0,1.0,100.0,100.0,1.0,1.0,39.9,0.984635213248,1.0,14.2950717514,1.4174945098,2.50626566416,1.0,1.58600480102,1.47059097679,1.01560454729
SGY,0.24,0.24,0.991228070175,0.991228070175,52.73,1.01806008565,96.13,-524.0,0.76,0.967768595041,-258.39,-197.5,0.986486486486,2.42,2.42,0.3,-58.1,0.931348063406,-276.0,0.942102478173,0.25,0.831168831169,-50.7,0.160521137168,0.299529250194,47.431819,-1.091,1.0,-200.3,88.02,1.00252016129,247.0,1.01095113902,-1.365,1.00697713303,-250.68,-250.7,-49.26,0.934959349593,-205.48,100.0,545.0,1.02803738318,1.0,6.0,1.0,100.0,1.0,102.82,100.0,1.0,1.00709379574,-2.82,0.984635213248,0.972573429294,-0.240161108861,0.899522454011,-36.4609929078,0.992956171739,0.303632390608,0.29421568964,1.0228090385
SHBI,0.05,0.05,1.0,1.0,11.55,1.05095541401,2.98,-2.0,6.11,0.725653206651,22.61,0.56,1.21739130435,7.72,7.72,3.07,0.9,0.502793296089,14.0,1.27272727273,1.91,0.868181818182,26.69,1.4817108993,1.13506109676,10.4797103182,7.0,1.4,13.95,1.49,1.00675675676,15.0,1.15384615385,12.0,1.5,22.61,22.6,0.64,1.36170212766,4.95,100.0,51.0,1.0,1.0,13.0,1.18181818182,100.0,1.0,87.05,100.0,1.0,0.99793648974,12.95,1.01409553641,1.14876507754,18.7137684254,0.907334226684,6.72200772201,1.00206777714,0.932371615194,1.08002783147,0.98406555784
SHEN,0.55,0.55,1.01851851852,1.01851851852,5.93,1.09814814815,20.35,-70.0,12.22,1.09793351303,20.03,0.83,1.18571428571,2.17,2.17,0.84,1.02,2.0,50.0,1.06382978723,1.21,0.876811594203,14.49,1.26168320501,1.4958977604,22.3227871364,41.0,1.20588235294,11.93,65.21,0.994813119756,119.0,1.0347826087,74.0,1.1935483871,21.63,21.6,6.55,1.17594254937,14.91,100.0,342.0,1.04587155963,1.0,49.0,1.0,100.0,1.0,53.89,100.0,1.0,0.924673987646,46.11,1.1052253116,1.85563184264,26.8949242607,3.76438231642,1.16872695728,1.08146223789,1.26160052082,1.36220032144,0.836638446424
SHLD,1.98,1.98,1.03125,1.03125,1.12,0.067592033796,0.87,-270.0,1.89,0.335701598579,-5.4,-15.82,1.22921522922,2.42,2.42,6.34,-15.14,1.67849223947,-1.657,1.15229485396,0.99,0.942857142857,-5.31,0.532350456614,1.13130760837,33.5779999,-1.682,1.23223443223,-5.39,33.68,1.14014895058,-1.387,1.25067628494,-1.508,0.00162675296656,-4.83,-4.8,-10.69,1.47245179063,-426.9,100.0,31.198,0.862108986404,1.0,106.0,1.0,100.0,1.0,107.2,100.0,1.0,1.18479221927,-7.2,-0.756302521008,0.932835820896,-2.12250315424,29.9803570536,-14.8888888889,0.84402985075,0.920349489233,16.7372920274,-1.56655860104
SHLM,1.24,1.24,0.696629213483,0.696629213483,19.47,1.03343949045,1.78,-43.0,4.12,0.459821428571,1.19,0.82,0.429319371728,4.03,4.03,8.42,3.07,2.49593495935,18.0,0.230769230769,0.66,0.474820143885,0.74,0.759233565569,0.898744130025,33.5566937143,27.0,0.482142857143,1.01,13.37,0.796307325789,60.0,0.530973451327,70.0,0.853658536585,2.94,2.9,1.25,0.305623471883,4.35,100.0,2.392,0.977523498161,1.0,29.0,1.0,100.0,1.0,75.16,100.0,1.0,1.15364543361,24.84,0.712769010043,1.33049494412,40.9227972126,1.72350763813,3.02576489533,0.866817456097,2.0934162053,0.869663041068,1.61854039297
SHLO,1.71,1.71,0.991228070175,0.991228070175,8.46,1.01806008565,3.68,-40.0,2.02,0.967768595041,0.99,0.34,0.986486486486,4.73,4.73,4.0,-0.54,0.931348063406,-36.0,0.942102478173,-6.1,0.831168831169,-3.36,0.948465133703,0.450432698638,7.39590909091,6.0,1.0,0.75,42.04,1.00252016129,4.0,1.01095113902,21.0,1.00697713303,1.94,1.9,1.28,0.934959349593,5.79,100.0,1.073,1.02803738318,1.0,17.0,1.0,100.0,1.0,78.86,100.0,1.0,1.00709379574,21.14,0.984635213248,1.26806999746,21.7526737968,0.874220932732,3.73036896878,0.992956171739,0.456603009578,0.442442155416,1.0228090385
SHO,0.32,0.32,1.03225806452,1.03225806452,10.66,1.01814708691,13.15,-164.0,12.92,2.28268551237,27.3,1.62,4.37837837838,1.77,1.77,0.37,0.77,-0.346846846847,136.0,-1.09677419355,0.39,-0.254901960784,10.87,1.25761099285,0.855773362664,11.9552227273,347.0,4.28395061728,27.07,83.62,0.927668071888,300.0,1.0752688172,180.0,1.14649681529,14.44,14.4,8.68,4.47422680412,15.77,100.0,1.249,1.09369527145,1.0,207.0,1.0725388601,100.0,1.0,40.44,100.0,1.0,0.929227941176,59.56,1.0545325779,2.4727992087,7.37976711562,1.1215030701,0.678979180658,1.07616221563,0.195454409991,0.840520366523,0.881175186666
SHOO,1.54,1.54,1.03355704698,1.03355704698,11.1,1.03064066852,1.38,-19.0,11.47,0.927993527508,12.27,1.85,1.05113636364,1.35,1.35,19.94,1.76,0.73640167364,115.0,0.858208955224,1.02,0.857142857143,8.2,1.20647607747,0.971494959036,31.1690908182,113.0,1.00892857143,8.04,7.88,1.04232804233,135.0,0.888157894737,172.0,1.02380952381,12.21,12.2,12.37,0.990392313851,16.76,100.0,1.405,1.05243445693,1.0,61.0,0.953125,100.0,1.0,25.81,100.0,1.0,0.971762048193,74.19,1.0102124183,3.87446726075,16.848157199,2.80802619984,0.347890551287,1.02905850446,0.924233042107,0.942612676473,0.961938331572
SHOR,1.15,1.15,1.01769911504,1.01769911504,2.78,1.01090909091,3.64,-13.0,27.96,1.51380617217,-0.96,-0.07,3.5,1.7,1.7,18.03,0.46,1.24324324324,28.0,1.16666666667,-6.37,0.276715899218,7.8,0.918197640688,1.06043136897,7.05136363636,-4.0,4.0,-1.2,6.33,0.981395348837,41.0,1.13888888889,-2.0,-2.0,-0.55,-0.5,-1.38,4.05882352941,-2.35,100.0,360.0,1.0650887574,1.0,64.0,1.04918032787,100.0,1.0,41.02,100.0,1.0,0.985110470701,58.98,1.01062371487,2.43783520234,-100.733766234,2.5364617397,0.695489996609,1.01511457825,0.302980391134,1.04898786499,0.974754952023
SHW,1.97,1.97,1.07065217391,1.07065217391,10.58,0.740896358543,2.07,-234.0,3.55,5.0,13.66,11.16,1.27107061503,6.67,6.67,10.99,9.29,0.9116781158,1.213,0.00137684449489,1.15,1.12745098039,10.7,1.02501796535,1.05746318834,262.644407364,1.054,0.00121709006928,9.25,17.99,1.00558971492,1.447,1.33733826248,1.646,1.22652757079,14.51,14.5,18.25,1.27355198883,112.57,100.0,11.339,1.01877807727,1.0,94.0,0.959183673469,100.0,1.0,85.01,100.0,1.0,1.0299248849,14.99,0.858533791523,1.17633219621,23.5344451043,24.8246131724,5.67111407605,0.970944594758,0.83194684531,1.42727545647,1.1996323209
SIF,0.82,0.82,0.738738738739,0.738738738739,13.77,0.96835443038,8.06,-9.0,0.43,0.102625298329,-5.51,-0.53,-0.576086956522,2.14,2.14,2.38,-2.59,-1.52352941176,-11.0,-5.5,3.69,11.9032258065,-9.7,0.66030822694,0.457819804539,12.6066666667,-3.0,-0.6,-2.63,35.02,1.03425871234,-2.0,-0.181818181818,-6.0,-0.75,-5.25,-5.3,-2.16,-0.463519313305,-3.84,100.0,109.0,0.908333333333,1.0,5.0,1.0,100.0,1.0,53.37,100.0,1.0,1.77014925373,46.63,0.66757337151,1.87371182312,-23.7861635221,0.915516824016,1.14454214025,0.564924114672,-0.794706075803,0.47278123606,2.65161752891
SIG,1.11,1.11,1.01834862385,1.01834862385,32.91,1.10621848739,3.84,-220.0,3.06,0.49756097561,9.42,4.75,1.04166666667,2.25,2.25,9.95,0.28,0.451612903226,62.0,0.756097560976,0.16,0.695652173913,1.09,0.98622966651,1.64818583416,122.7746614,381.0,1.03532608696,6.65,10.52,0.869421487603,283.0,1.19915254237,577.0,1.01050788091,10.05,10.1,7.36,0.774736842105,14.19,100.0,5.736,1.36279401283,1.0,80.0,0.987654320988,100.0,1.0,55.59,100.0,1.0,1.52761747733,44.41,0.698160666562,1.79888469149,25.8472971368,3.73061869948,1.25174510245,0.654614139233,1.58225840079,1.48992794186,2.18806007055
SIGA,0.05,0.05,2.5,2.5,-4.89,1.14788732394,1.33,-0.0,60.68,1.01251460037,-476.88,-0.73,0.146881287726,2.42,2.42,12.76,0.43,6.14285714286,11.0,0.785714285714,-0.28,5.6,134.55,5.5095037171,0.358982126628,0.538636363636,-39.0,0.147169811321,-482.53,0.24,0.48,11.0,0.785714285714,-31.0,0.147619047619,-378.59,-378.6,-22.41,0.152045593324,8.47,100.0,8.0,2.66666666667,1.0,54.0,1.01886792453,100.0,1.0,253.14,100.0,1.0,1.02010880516,-153.14,1.03368207897,0.395038318717,-0.737858032378,-0.110150585611,-1.65299725741,0.980287587894,2.4440289991,0.312732895591,0.986869005387
SIGI,0.32,0.32,1.0,1.0,23.69,1.05806163466,0.76,-16.0,2.83,1.194092827,10.92,2.85,1.15384615385,4.94,4.94,34.08,5.46,1.28169014085,365.0,1.68202764977,2.2,1.43790849673,17.14,1.25608368963,1.30394026866,33.678049,166.0,1.16901408451,7.78,0.95,1.05555555556,382.0,1.63948497854,233.0,1.18274111675,10.92,10.9,2.46,1.11312217195,12.41,100.0,2.132,1.04766584767,1.0,58.0,1.01754385965,100.0,1.0,79.75,100.0,1.0,0.989208633094,20.25,1.04489164087,1.2539184953,11.8168592982,1.42161456311,3.93827160494,1.01090909091,1.13008156617,1.2323859272,0.946709299225
SIGM,0.89,0.89,0.978021978022,0.978021978022,4.12,0.913525498891,6.55,-12.0,43.76,1.30939557151,-8.87,-0.63,1.96875,1.43,1.43,7.74,0.2,-0.338983050847,3.0,-inf,-0.15,-3.75,1.77,0.888201196277,1.38534349672,6.837,-22.0,2.0,-11.52,10.52,0.838247011952,16.0,0.761904761905,-18.0,1.8,-9.49,-9.5,-10.31,2.03754940711,-14.39,100.0,188.0,0.94472361809,1.0,35.0,1.02941176471,100.0,1.0,30.22,100.0,1.0,1.13651748778,69.78,0.950551695954,3.30906684315,-10.8523809524,1.65946601942,0.433075379765,0.879880873592,0.703666538017,1.51648038112,1.19563985064
SIRI,0.56,0.56,1.14285714286,1.14285714286,0.01,0.047619047619,2.95,-135.0,1.39,0.789772727273,19.52,0.09,1.125,2.42,2.42,3.12,0.21,1.16666666667,1.109,0.979681978799,2.18,0.951965065502,24.27,1.10973401142,1.16390443045,4.03578390909,510.0,1.03448275862,11.15,17.59,0.975596228508,1.244,0.992817238627,1.179,1.05267857143,25.79,25.8,6.21,1.08376963351,89.16,100.0,4.57,1.0930399426,1.0,5.435,0.927157966564,100.0,1.0,102.07,100.0,1.0,1.20993361783,-2.07,-0.132352941176,0.979719800137,44.8420434343,403.578390909,-49.309178744,0.826491623395,1.03458171596,24.4419930395,-9.14172066808
SIVB,0.04,0.04,1.0,1.0,61.52,1.15098222638,3.65,-54.0,3.36,0.777777777778,40.8,6.62,1.24670433145,13.97,13.97,16.21,4.14,0.828,286.0,1.34272300469,0.83,1.02469135802,19.33,1.3775116053,1.10142419887,122.9649995,344.0,1.30303030303,23.25,0.23,1.15,340.0,1.328125,604.0,0.912386706949,40.8,40.8,0.82,1.025,11.43,100.0,1.479,1.03498950315,1.0,52.0,1.04,100.0,1.0,92.84,100.0,1.0,1.0,7.16,1.0,1.0771219302,18.5747733384,1.99878087614,12.9664804469,1.0,0.883468654985,0.956942838582,1.0
SJI,0.28,0.28,1.0,1.0,13.34,1.05537974684,36.02,-346.0,0.11,0.916666666667,14.05,1.52,1.04109589041,3.35,3.35,0.42,-2.47,0.888489208633,-159.0,0.878453038674,-1.51,0.807486631016,-16.55,1.53122638135,0.825299352977,22.1167487727,105.0,1.0824742268,10.95,70.33,1.10373509102,187.0,1.16149068323,157.0,1.2265625,16.35,16.4,3.08,0.996763754045,10.67,100.0,960.0,1.08229988726,1.0,69.0,1.04545454545,100.0,1.0,70.19,100.0,1.0,0.972699556541,29.81,1.07076149425,1.42470437384,14.5504926136,1.65792719436,2.35457900034,1.02806667616,0.792721746939,0.781992790224,0.908418505675
SJM,0.44,0.44,0.709677419355,0.709677419355,43.69,0.853653771004,4.35,-247.0,0.74,0.437869822485,9.19,3.33,0.614391143911,2.38,2.38,3.87,4.77,0.913793103448,486.0,0.842287694974,1.41,1.38235294118,8.53,1.11955262862,1.23743707497,111.803822,344.0,0.608849557522,6.02,9.94,0.712544802867,733.0,0.856308411215,772.0,0.840043525571,13.56,13.6,2.64,0.423076923077,5.66,100.0,5.692,1.01443592942,1.0,103.0,0.990384615385,100.0,1.0,58.02,100.0,1.0,1.30206463196,41.98,0.757215007215,1.72354360565,33.5747213213,2.55902545205,1.38208670796,0.768011030677,2.01408677067,1.44957723729,1.71954414473
SJW,0.23,0.23,0.851851851852,0.851851851852,18.2,1.03526734926,35.0,-107.0,0.39,2.05263157895,20.05,1.85,0.728346456693,3.49,3.49,0.29,-0.25,0.116279069767,-10.0,0.263157894737,-0.25,0.342465753425,-3.12,1.92150450985,0.974715202957,28.8409394091,38.0,0.730769230769,12.42,80.21,1.01211356467,97.0,1.4696969697,80.0,0.860215053763,26.21,26.2,2.9,0.666666666667,10.18,100.0,305.0,0.953125,1.0,21.0,1.05,100.0,1.0,71.38,100.0,1.0,0.996509842245,28.62,1.00881212548,1.4009526478,15.5896969779,1.5846670005,2.49406009783,1.00350238162,1.33825763001,0.94151061912,0.987805179057
SKT,0.2,0.2,1.0,1.0,5.36,0.987108655617,54.33,-239.0,0.93,1.1625,47.95,2.2,2.85714285714,4.05,4.05,0.26,-0.25,-0.235849056604,-18.0,-0.439024390244,-0.08,-0.145454545455,-4.09,1.1169841136,0.917491362184,31.1754101364,211.0,2.85135135135,47.52,75.85,0.993581346607,221.0,1.16931216931,144.0,1.09090909091,32.88,32.9,9.44,2.68181818182,38.96,100.0,439.0,1.0477326969,1.0,95.0,1.01063829787,100.0,1.0,75.28,100.0,1.0,0.986373165618,24.72,1.04391891892,1.32837407014,14.1706409711,5.81630786127,3.04530744337,1.01381509033,0.321121976765,0.929473525496,0.944875265445
SKX,1.7,1.7,1.09677419355,1.09677419355,8.37,1.04625,3.74,-118.0,24.81,0.890524048816,10.56,1.5,1.64835164835,1.54,1.54,7.81,0.85,1.08974358974,114.0,1.06542056075,0.49,0.636363636364,3.61,0.840992903054,1.58309764898,30.5336361818,232.0,1.6690647482,7.34,21.29,0.955565529623,232.0,1.41463414634,351.0,1.67942583732,11.11,11.1,12.46,1.38444444444,19.3,100.0,3.159,1.32341851697,1.0,154.0,1.00653594771,100.0,1.0,35.16,100.0,1.0,0.982122905028,64.84,1.00996884735,2.8441410694,20.3557574545,3.64798520691,0.542257865515,1.01820250284,0.960412573715,1.51311603248,0.972428909669
SKY,3.22,3.22,1.12195121951,1.12195121951,2.81,0.64896073903,0.25,-0.0,9.9,1.07960741549,-2.24,-1.24,0.879432624113,2.15,2.15,13.58,-1.64,1.36666666667,-5.0,0.277777777778,0.46,0.296774193548,-2.57,2.80025253063,0.677494232987,3.3565,-10.0,0.833333333333,-5.57,22.94,0.94558944765,-4.0,0.222222222222,-4.0,0.571428571429,-2.06,-2.1,-17.93,1.01014084507,-36.44,100.0,187.0,1.22222222222,1.0,8.0,1.0,100.0,1.0,53.66,100.0,1.0,1.10366104484,46.34,0.901907356948,1.86358553858,-2.70685483871,1.19448398577,1.15796288304,0.906075288854,0.770376506865,1.04396798179,1.22369668718
SKYW,0.67,0.67,0.893333333333,0.893333333333,28.66,1.02650429799,23.3,-721.0,10.2,0.821256038647,6.28,2.27,-4.82978723404,3.19,3.19,0.95,-8.1,1.35906040268,-301.0,0.773778920308,-2.56,-0.158612143742,-9.73,1.86443469301,1.70330949141,20.1154637727,118.0,-4.91666666667,3.81,72.26,1.05473653481,420.0,1.46853146853,235.0,9.4,7.58,7.6,2.56,-4.57142857143,8.11,100.0,3.096,0.956441149212,1.0,52.0,1.01960784314,100.0,1.0,68.63,100.0,1.0,1.00556776557,31.37,0.988031496063,1.4570887367,8.86143778533,0.701865449152,2.18775900542,0.994463062798,-0.352667603949,1.65933011167,1.01774869483
SLAB,0.63,0.63,1.03278688525,1.03278688525,17.83,1.00734463277,1.75,-11.0,24.02,0.747122861586,4.69,0.69,0.793103448276,1.33,1.33,4.89,2.42,0.849122807018,94.0,0.746031746032,3.18,0.957831325301,14.61,1.27390232,1.10925984944,51.7177275,30.0,0.789473684211,4.59,12.96,1.01726844584,105.0,0.766423357664,32.0,0.627450980392,5.0,5.0,2.88,0.770053475936,3.9,100.0,645.0,1.038647343,1.0,43.0,0.977272727273,100.0,1.0,24.75,100.0,1.0,0.906925613778,75.25,1.03493329666,4.0404040404,74.9532282609,2.90060165451,0.328903654485,1.10262626263,1.39863198408,1.10117214442,0.876313108009
SLB,0.53,0.53,0.72602739726,0.72602739726,30.2,0.950881612091,6.75,-2.41,19.17,1.71008028546,8.07,1.63,0.391826923077,1.91,1.91,2.48,5.91,1.18913480885,6.395,0.882921441392,3.09,2.32330827068,17.91,1.22189078281,0.860661882368,69.1162729091,2.072,0.381022434719,5.8,19.73,0.857453281182,8.805,0.784829307425,5.802,0.593190880278,16.25,16.2,3.07,0.378078817734,5.64,100.0,35.711,0.73071964969,1.0,1.275,0.974770642202,100.0,1.0,47.6,100.0,1.0,1.0960165784,52.4,0.926286017324,2.10084033613,42.4026214166,2.28861830825,0.908396946565,0.912394957985,2.19653584702,0.905119913377,1.18323774504
